id,subject,body,channel,district,complaint_history,label
G102630,Inflated electricity bills this month,"Sir ji, The pole outside our ghar sparks loudly and threw flames in last raat's drizzle. The lineman says ""log a shikayat"". One spark on the thatched roofs here and the whole row of houses will burn. This has nothing to do with the school, the bachche are managing. Please take immediate action.",facebook,Sundarnagar,escalated,electricity|critical
G106227,Widow pension rejected wrongly,"Sir/Madam, My mother's old-age pension stopped coming for three days now with no notice. It is her only income and she lives alone. the ward member says ""verification issue"" but cannot say what document is missing. We are not asking about the pension, that is coming properly. We are suffering a lot.",janata_darshan,Ambalpet,escalated,welfare_schemes|high
G104182,Maternity ward staffing at night,"Dear team, My father had chest pain at midnight and the ambulance took nearly three hours. He is stable by God's grace, but there is still no ambulance stationed within 30 km of Chandpur. The next emergency will end differently. Pregnant women from MG layout are being turned away at night because nobody senior is on duty. Two deliveries happened in autos on the way to the district centre this month. A tragedy is waiting. Please treat this as top priority.",whatsapp,Chandpur,repeat_complaint,healthcare|critical
G105813,Water only once in 8 days,"Sir/Madam, Taps in the bus stand circle make a hissing sound and nothing comes out, for six months. Our children queue up at 5 am near the temple with pots before school. The road in front was repaired last year so at least that is fine. This is very urgent.",whatsapp,Ambalpet,first_time,water_supply|high
G105479,Crop loss from srtay cattle,"Hello, Stray cattle damaged part of my paddy and the compensation process needs many documents and visits. Requesting a simpler camp-based process in our hobli. Water supply here is otherwise okay, that is not the problem. Kindly do the needful.",janata_darshan,Devgiri,first_time,agriculture_irrigation|routine
G101978,Crop insurance claim not settled since the festival,"Namaste, Stray cattle damaged part of my paddy and the compensation process needs many documents and visits. Requesting a simpler camp-based process in our hobli. A pest outbreak is jumping farm to farm in the lake road side and the spray recommended by the local dealer is doing nothing. If the agriculture officer does not come in the next two days the whole cluster's crop is gone. Our ration shop works fine, this is a different matter. The whole colony is waiting.",helpline_call,Malligere,repeat_complaint,agriculture_irrigation|routine
G105923,Scholarship amount not credited to students,"The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. Please treat this as top priority.",facebook,Kotehalli,first_time,education|high
G103794,Long pending issue,"Dear team, Taps in MG layout make a hissing sound and nothing comes out, for three days now. Our children queue up at 5 am near the temple with pots before school. Our ration shop works fine, this is a different matter. People say the hospital got new equipment, but our issue remains. Please take immediate action.",helpline_call,Devgiri,repeat_complaint,water_supply|high
G100058,Problem getting worse daily,"Pranam sir, The government aspatal pharmacy says BP and diabetes dawai are out of stock since the festival. Poor patients are skipping doses because private prices are unaffordable. Unlike the bijli cuts which stopped, this issue continues. jaldi kariye us. Hum garib logon ki koi nahi sunta.",field_visit,Devgiri,repeat_complaint,healthcare|high
G105759,Water only once in 8 days,"Sir/Madam, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. Many of us voted with a lot of hope last time. People say the hospital got new equipment, but our issue remains.",janata_darshan,Ambalpet,escalated,water_supply|high
G103217,Very urgent matter,"Namaskara sir, My father had chest pain at midnight and the ambulance took nearly three hours. He is stable by God's grace, but there is still no ambulance stationed within 30 km of Krishnapura. The next emergency will end differently. Half the makkalu in our anganwadi have the same rash and high fever, and it is spreading house to mane in Gandhi colony. The PHC nurse says wait for the visiting doctor next week. We cannot wait. If nothing happens we will raise it in the gram sabha again. Bega parihara madi, tumba urgent ide.",facebook,Ambalpet,escalated,healthcare|critical
G100993,Nobody is listening to us,"The co-op society has had no urea stock for two weeks in peak season. Private dealers sell the same bag at almost double with forced extra items. Police did visit once but this complaint is not about them. Kripya dhyan dijiye, bahut urgent hai.",field_visit,Chandpur,repeat_complaint,agriculture_irrigation|high
G100552,Complaint from residents,"Sanmanya sir, The primary health centre in Malligere has had no regular doctor for three dina now. A nurse handles everything and serious cases are told to travel 40 km. The previous doora number I was given never got a response. bega action togoli us.",facebook,Sundarnagar,escalated,healthcare|high
G104927,"Footpath encroached, pedestrians on the road","Sir namaskara, Streetside vendors and parked lorries have taken over the footpath near MG layout. We request the authorities to clear the encroachment and mark parking properly. Tumba tondare aagide, bega action togoli.",facebook,Sundarnagar,escalated,roads_transport|routine
